Fault_Node,Fault_Type,Detected,Test_Cube,Solve_Time_s
G242gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=1,0.011514
G242gat,sa1,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.008747
G243gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=0 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,5.943371
G243gat,sa1,YES,G1gat=1 G4gat=X G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=1 G86gat=1 G89gat=1 G92gat=0 G95gat=X G99gat=X G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=1,0.011633
G246gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=1 G21gat=0 G24gat=1 G27gat=0 G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.009111
G246gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=1 G21gat=0 G24gat=1 G27gat=0 G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.007711
G247gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=0 G108gat=1 G112gat=1 G115gat=1,7.938106
G247gat,sa1,YES,G1gat=1 G4gat=X G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=0 G108gat=1 G112gat=1 G115gat=1,0.022243
G250gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=1 G34gat=0 G37gat=1 G40gat=0 G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.018982
G250gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=1 G34gat=0 G37gat=1 G40gat=0 G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.014242
G251gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=0,8.65412
G251gat,sa1,YES,G1gat=1 G4gat=X G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=1 G105gat=1 G108gat=1 G112gat=1 G115gat=0,0.029044
G254gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=1 G47gat=0 G50gat=1 G53gat=0 G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.015557
G254gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=1 G47gat=0 G50gat=1 G53gat=0 G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.009877
G255gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=1 G60gat=0 G63gat=1 G66gat=0 G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.014836
G255gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=1 G60gat=0 G63gat=X G66gat=0 G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.013919
G256gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=1 G73gat=0 G76gat=1 G79gat=0 G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.016466
G256gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=1 G73gat=0 G76gat=1 G79gat=0 G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.015291
G257gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=1 G86gat=0 G89gat=1 G92gat=0 G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.019831
G257gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=1 G86gat=0 G89gat=X G92gat=0 G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.013043
G258gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=1 G99gat=0 G102gat=1 G105gat=0 G108gat=X G112gat=X G115gat=X,0.02103
G258gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=1 G99gat=0 G102gat=X G105gat=0 G108gat=X G112gat=X G115gat=X,0.01543
G259gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=1 G112gat=0 G115gat=0,4.592365
G259gat,sa1,NO,-,260.286561
G260gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.009509
G260gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=0 G14gat=X G17gat=1 G21gat=1 G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,0.01252
G263gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012015
G263gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=0 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,0.017114
G264gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.009826
G264gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=X G17gat=1 G21gat=0 G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,10.933645
G267gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.008536
G267gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=X G17gat=1 G21gat=1 G24gat=0 G27gat=X G30gat=1 G34gat=0 G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,11.288689
G270gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.009909
G270gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=X G17gat=1 G21gat=1 G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=X G43gat=1 G47gat=0 G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,12.006707
G273gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.016112
G273gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=X G17gat=1 G21gat=1 G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=X G56gat=1 G60gat=0 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,10.6224
G276gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.00856
G276gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=X G17gat=1 G21gat=1 G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=0 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,10.643909
G279gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.008312
G279gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=X G17gat=1 G21gat=1 G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=0 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,10.645309
G282gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.008934
G282gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=X G17gat=1 G21gat=1 G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=0 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,10.826471
G285gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.010904
G285gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=X G17gat=1 G21gat=1 G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=0 G115gat=X,11.096761
G288gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.013727
G288gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=0 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.934177
G289gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012524
G289gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=0 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.959469
G290gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.013519
G290gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=0 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.637461
G291gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012058
G291gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=0 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.73022
G292gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012701
G292gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=0 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.941766
G293gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012073
